X1	X2	T	Y
0.09004786077564175	0.809241483573384	T4	0
0.7223593505964503	0.6969705290502416	T4	1
0.4618772302513874	0.8294736651922889	T0	1
0.1612717790336018	0.16249081974892343	T3	1
0.5010447751033635	0.4969502245470444	T1	0
0.15231210271316842	0.6671247705022934	T4	1
0.696320375077736	0.10338989989521796	T3	1
0.4461562755740307	0.1499569493284083	T3	1
0.3810212260964825	0.6339825942509465	T4	1
0.3015120891478765	0.86870580425382	T4	0
0.6302825931188885	0.6604161789415977	T0	0
0.3618126105533904	0.036204813456075624	T3	0
0.087649919316101	0.970432917090323	T0	0
0.11800590212051532	0.13950690090624507	T4	1
0.9618976645495145	0.23256223355248973	T3	0
0.908580690707607	0.9749672819047243	T0	0
0.6997071338107496	0.7710329966533749	T1	1
0.2658699614595196	0.9365766803785066	T4	1
0.9691763773477239	0.8066196928080297	T3	1
0.7787509039657946	0.6517344750032	T1	0
0.7168901891589956	0.284552998863006	T4	1
0.44936150214378867	0.3268814416995254	T3	0
0.272241561845159	0.9472710730443697	T0	1
0.0963909621534993	0.8606256161556446	T1	1
0.9026023965438417	0.35949044844232647	T4	1
0.45577628983361107	0.3732674176207038	T1	0
0.20236336479523032	0.29769439027588473	T0	0
0.3059566241506525	0.32613014262500395	T3	1
0.579219568941896	0.8606674662887857	T4	1
0.1767727829392317	0.010506856589846847	T2	0
0.8566142840923755	0.4360526211095247	T4	1
0.7585195298352101	0.9428396785279078	T0	0
0.7194629559509368	0.5426363551828088	T3	1
0.4320930397751037	0.4504457901439035	T3	1
0.6273088407024432	0.3123698046995881	T4	1
0.5840979689127356	0.07391262986190383	T2	1
0.64984660155482	0.22448647802751287	T4	1
0.08444432113988909	0.09045840993687126	T0	1
0.41580740217060963	0.12669942971542825	T0	1
0.04161417386189248	0.1635165441262698	T3	0
0.49399081924451893	0.30202943208427846	T0	0
0.3298612123327853	0.011016679995535461	T4	1
0.1445241888660469	0.9501438855932477	T0	0
0.10340296772255164	0.12381909267697455	T3	1
0.587644572177712	0.38314887235958706	T2	0
0.1705929685368861	0.8795275597147806	T3	1
0.9251201183767972	0.10656797019076225	T3	0
0.581061139700395	0.4836042517541208	T2	1
0.34686980453483707	0.8447835975413958	T2	1
0.5909154914814168	0.5569626240341401	T2	0
0.022803871029697498	0.21034359542276004	T3	1
0.9585592132414453	0.7355095314125814	T3	1
0.48230343694290023	0.6813410628675078	T2	0
0.7827352272502862	0.3621859065469243	T1	1
0.08272999992243857	0.046295161581375144	T0	1
0.48665833083816035	0.007864689896093902	T3	1
0.4907069943545209	0.8253928831271716	T1	1
0.9378264549749828	0.32155736155906856	T2	0
0.5717280523760754	0.1377698986059046	T4	1
0.4734894010569538	0.5185512261629821	T3	0
0.2669756630918936	0.9208332957250901	T1	1
0.3315689973425522	0.008480864522397713	T2	0
0.5206724024715378	0.05614354067641447	T1	0
0.4389114603050467	0.41704493258507236	T3	0
0.021612079880330426	0.6759659067550634	T0	0
0.8262919241943578	0.4761004587670502	T4	1
0.8961607718397667	0.8975484384654047	T4	1
0.14024908899861077	0.04408455553747814	T1	0
0.5540361435390494	0.34014086964374357	T1	0
0.10857574113544355	0.35134788938872075	T2	0
0.6722400930398117	0.3401272259863417	T3	1
0.2812337838390083	0.48768591212339063	T3	1
0.6594226346919018	0.7905770451946105	T0	0
0.7269946142868826	0.31788261640281734	T3	1
0.768647491917657	0.7444832066322026	T0	1
0.10774094595589656	0.1464654712790714	T1	1
0.9160118451376079	0.5607248556339502	T3	1
0.23021399089488082	0.3750880256655451	T4	0
0.03741255617617978	0.5392108022955706	T3	1
0.5548524693914834	0.10774975037224943	T0	1
0.37092228386243875	0.9534628467609085	T3	1
0.8297897431324132	0.9062141168017779	T0	0
0.8082514720643018	0.8263963042906289	T1	1
0.31713889282271535	0.8927828233880518	T0	0
0.952899395069745	0.1466878701814861	T4	1
0.2909178381401186	0.5037217730196659	T1	1
0.5150571292317145	0.31790915875652337	T2	1
0.25596509056760275	0.8873859413041586	T3	1
0.9360435700489633	0.18943768249946646	T4	1
0.16460781758201815	0.21994535514197233	T4	1
0.04491061939232899	0.6867144563550108	T0	0
0.43509706000303794	0.08889965908766817	T1	0
0.992375564055837	0.7323671769166398	T2	1
0.891677266254914	0.26812728831412236	T3	1
0.7486080194569492	0.6609353652671474	T1	0
0.8907924908785249	0.8730377863606604	T1	1
0.8934466396978632	0.6096113732349906	T3	1
0.5188583603864491	0.212683733286109	T2	1
0.315929051830793	0.049165525539216604	T3	1
0.772012432110988	0.04461397169506587	T1	1
0.6616612631677611	0.08881188201400791	T2	0
0.37365772887371007	0.5798179124697159	T0	0
0.09446666806151527	0.3482178540406512	T0	0
0.746789611349026	0.24310697739589815	T0	1
0.2624605159228647	0.21930655779719122	T0	0
0.9368131505337792	0.948581531903099	T1	1
0.24097057500568475	0.1188165758920744	T0	0
0.12275793241148603	0.3048144107726547	T0	0
0.8311126721249061	0.47147726201919316	T4	1
0.15328431662449404	0.000449526074255413	T4	0
0.1792683081577391	0.9209531874757245	T1	1
0.5993827915208435	0.09909859076010386	T4	1
0.8745620408374645	0.6824706006861725	T0	1
0.19643466571457324	0.6288654771624883	T0	0
0.31032367290009477	0.8090638551047372	T1	1
0.7774048382411776	0.6513877305621525	T1	0
0.9718264260609674	0.7693874172159795	T0	1
0.5007411862023423	0.42124860878852755	T4	1
0.14389750255125078	0.48870449455162324	T4	0
0.013936287708201545	0.7016621021644194	T1	0
0.22965602999885526	0.5684267210550511	T1	1
0.13182221778652103	0.5115385502667199	T3	1
0.6776586736128575	0.20555840605454934	T4	1
0.12183250462853112	0.2581082608063754	T1	0
0.506329931620633	0.3584972410593935	T3	1
0.6942624356428865	0.009284385423503183	T0	0
0.5811166092209024	0.41736344958023697	T2	0
0.19977565166005762	0.0027684757639128144	T4	1
0.8041245261822627	0.5650154359213367	T2	1
0.7154071296158017	0.7040287689723489	T3	1
0.7389840039155418	0.5621486316151264	T3	1
0.13105775155731325	0.6935199732048759	T3	0
0.12375380365034461	1.3168556207476811e-05	T3	0
0.9275625510065076	0.05944197328430956	T4	1
0.39757819382494064	0.6984624408755553	T0	0
0.30094869178093975	0.8029001479567706	T4	1
0.4885840453515333	0.7177015708893945	T4	1
0.6628642127635824	0.6630122425535516	T4	1
0.9556232570469699	0.70738266381156	T1	0
0.286446226882055	0.7395899257961658	T2	0
0.9248084293120271	0.7243774983675693	T1	1
0.024859491386256316	0.7380084776883398	T4	1
0.5551980423268247	0.07401970741518082	T2	0
0.6339751116810851	0.06327155149462471	T1	1
0.1058974037507533	0.36111994322943897	T3	1
0.14033959706391264	0.5275967145487956	T0	1
0.41911431931630383	0.7626190539217277	T1	1
0.9662319121431817	0.3347078187910125	T1	0
0.5960425532343728	0.2751170766336348	T1	0
0.9330232216002112	0.7814483081185295	T2	1
0.8043609156129707	0.24933685145399498	T0	0
0.4673816015552915	0.8208413768144633	T4	0
0.7847634492521874	0.17713354972003859	T2	1
0.017836783976987736	0.3594735228724768	T1	1
0.10914399676573494	0.4010756094263903	T0	1
0.8294286148827363	0.29951044730764287	T4	1
0.7968170883251617	0.003356913887012647	T4	1
0.2326407419664337	0.23550925782124787	T2	0
0.5307695905990535	0.3376535588788737	T1	0
0.6060158207000109	0.31362489452666276	T2	1
0.8677389537760112	0.7855554964772071	T4	0
0.6031071573387257	0.04736776253647301	T1	1
0.4125715692736803	0.3889486996552407	T3	0
0.3741840434071827	0.03751545557944125	T4	1
0.4258820863735099	0.9306475661290093	T3	0
0.6519310255799742	0.7902094370310964	T4	0
0.8674906317523249	0.9821615992380135	T4	1
0.45389688207629975	0.9101605316960185	T0	1
0.24783956295135812	0.3158127721160844	T1	1
0.23666236299758114	0.6915834123305803	T0	0
0.7460142802434464	0.3065540874784084	T2	1
0.8165687634239104	0.888211187929624	T2	1
0.10527807985412496	0.4107528699673414	T0	0
0.06655885695517816	0.3758875419042321	T2	0
0.5944336637564518	0.9140687442333334	T0	0
0.14617324419269828	0.8367402876198543	T2	1
0.8246641904563413	0.9664135533643016	T1	1
0.31033467392407443	0.06648808557444685	T4	0
0.14387193297114265	0.2433388780388599	T3	0
0.9209704724874502	0.30085774786704567	T3	1
0.16553172273527816	0.4243520609547621	T4	0
0.28472008233793555	0.473130045948536	T0	1
0.15361339519205863	0.291472428066738	T1	0
0.11549006366535497	0.7904504231450284	T3	0
0.021148016336440034	0.22324414448505647	T3	0
0.05539540916426011	0.696517313299113	T0	1
0.1746414709358527	0.8517683155920974	T1	1
0.05338193262717539	0.6036982391595863	T1	0
0.5911438161109712	0.35415892589282083	T0	0
0.6807145267995064	0.18789124219665132	T3	1
0.39363045683202824	0.134346194403696	T0	0
0.3179910969520494	0.7441747391490616	T4	0
0.5045262370222301	0.469131997583516	T2	0
0.8750049422346086	0.046319551167367634	T3	0
0.851131626822206	0.9838395069426202	T2	0
0.04347506201279194	0.67130318298899	T4	1
0.18149840959652408	0.8441825514269772	T1	0
0.23674487110439602	0.43818867131701145	T2	1
0.24938757583221183	0.9554386208080249	T0	0
0.5712326517427727	0.19952502092412727	T4	1
0.4162624257031923	0.1851361229388161	T2	0
0.04925411992759399	0.8903347347703588	T0	0
0.3736141384595716	0.8917170640057281	T4	0
0.5237529487176372	0.4990194854990422	T4	1
0.10167190290371597	0.12578635535397864	T0	1
0.8334585537885597	0.3052164582032719	T4	1
0.051961866465104256	0.7541523380344677	T3	0
0.9248418690180621	0.8459919080013034	T1	1
0.0991131415798755	0.3476547477448171	T3	0
0.8435749515977528	0.061233681816867835	T3	1
0.9026531439276171	0.6657266815727806	T2	1
0.9795706805865927	0.7394970414382935	T3	1
0.8020258802735936	0.42401467586369257	T0	0
0.7794775407713289	0.5830976116178693	T4	1
0.6424832759955477	0.9873714975240833	T4	1
0.778996354578129	0.2449985993596594	T1	1
0.13455220841314708	0.5729776937992509	T2	1
0.5360680359476373	0.6109604135626425	T1	1
0.5142228701904145	0.5491071960244631	T1	0
0.8575721441225576	0.8691295579437958	T1	1
0.46279936559351587	0.6050075319221164	T4	0
0.3850894961003535	0.50789002239129	T3	0
0.6395632712371101	0.12301502666117314	T4	1
0.26646331750084606	0.7032091992934255	T3	0
0.13976841095395687	0.13210736149470037	T3	0
0.4778772740237458	0.026569893364223662	T0	1
0.416889368594885	0.4885311630634622	T4	0
0.2325699405288737	0.5724452721477323	T3	1
0.367511810115128	0.99905406137388	T0	0
0.3663924498262474	0.7123267944552865	T0	0
0.32749556441254546	0.8485903202275773	T3	1
0.37946407972692897	0.3463880390307553	T1	1
0.6857433454559454	0.5089146825799675	T1	0
0.2968764745712853	0.9742689906618556	T1	0
0.9488579267153404	0.41738855214277626	T4	1
0.9163480195381779	0.8072904248023839	T1	0
0.4809104283000786	0.5259891177444961	T1	0
0.3283612050046888	0.2239618515300641	T1	1
0.5354347898300031	0.5804186372108828	T0	0
0.8485604887736246	0.21806202837032151	T0	1
0.652587340560102	0.003026989875741126	T2	0
0.8043918279470774	0.23589601547334327	T0	0
0.5327222760657402	0.19314383235509036	T3	1
0.6329176292676207	0.37092117719943374	T2	1
0.2881556141824617	0.8885969038092881	T2	0
0.7348931623102908	0.3878530735986758	T1	1
0.20240459312571835	0.8451876274909911	T3	1
0.6947981288184982	0.5556130201315813	T2	0
0.8607190683258941	0.007614704222566937	T0	0
0.13210283730154393	0.18873671290321514	T2	1
0.6143797405419198	0.9312780452080364	T0	0
0.0950957482299346	0.6041734461977185	T2	1
0.7257156282714269	0.9295468585722739	T2	0
0.08449321882352023	0.31012002030345287	T2	0
0.935939822700626	0.7165623782827428	T1	0
0.13740793003780216	0.7720251598972598	T2	0
0.9588802459090804	0.9756996027362554	T3	1
0.8008841760850967	0.0181764831689607	T4	1
0.5936820044663541	0.9522372151232462	T4	1
0.7826241046295469	0.3915902176041651	T0	0
0.7951148389830859	0.837992405744867	T3	1
0.9460270628173303	0.5447129182210839	T0	0
0.2533833538391872	0.5646495430333655	T2	0
0.5900758953583092	0.3593778881864501	T3	1
0.09504919756440122	0.8284725903781975	T2	0
0.6161657000241213	0.2640135708378334	T4	1
0.1712913040927888	0.49224138617860647	T4	1
0.5649506114724419	0.5601744987674754	T4	1
0.5724305140338497	0.7425210934274884	T3	1
0.46598515298122734	0.47163533704153704	T3	1
0.5226317755131228	0.6802828988394938	T4	1
0.7639233900065879	0.4852940963479754	T1	0
0.7992447165120666	0.6593206369585947	T1	0
0.4921532155754291	0.6741434762081482	T1	0
0.5995934415226123	0.7094415605292438	T3	1
0.9312362356901018	0.823299793860326	T1	0
0.11973358850112281	0.5407225609599173	T0	0
0.1171035659001105	0.19327816386989327	T3	1
0.08770901191076841	0.6796408416190554	T3	1
0.6578632850405278	0.07711808349216187	T2	1
0.4186083007903795	0.21895502246118403	T4	0
0.7743214161418432	0.7921575286647992	T3	0
0.6712314133085926	0.43507014433006597	T4	1
0.33363775832823817	0.49804416765121706	T1	1
0.8983665473615358	0.9873969184835301	T0	1
0.7625321470706523	0.23517248584891792	T1	1
0.2705349409101757	0.019552749535934555	T4	1
0.364192017772054	0.11137260951784411	T4	1
0.3144399802042629	0.2445018596608296	T0	0
0.15761164862499966	0.7259200243964692	T4	1
0.14778337254219165	0.775822031984762	T2	1
0.936127463375744	0.5654889540141138	T4	1
0.43790403719875326	0.25504639869816137	T3	0
0.38331982277740984	0.5217418945268236	T0	0
0.7296857086773779	0.014957555933934219	T2	1
0.5529930652528999	0.6818009427417963	T0	1
0.9361399868384622	0.6142975554091679	T1	0
0.7803014939093922	0.021796539381543578	T3	1
0.47936956412454035	0.8170116336327956	T3	1
0.3763594734808262	0.7634265351621218	T3	0
0.986631544924322	0.3082237455683131	T3	1
0.7177602360036435	0.635376650632306	T0	0
0.9511946600038411	0.6014929634649732	T2	0
0.11847857721704136	0.14318027922687027	T2	1
0.8505336791907826	0.19325930111436584	T2	0
0.6370738839912076	0.6832061362281295	T1	1
0.12192167833511258	0.9335516462700085	T3	0
0.5882579999692207	0.5762843206987531	T3	1
0.6860963651054488	0.5678131455595449	T2	1
0.012302685888602838	0.6466816947038385	T0	0
0.45431796184174655	0.4405783001781288	T0	0
0.8253995111963212	0.05417204350134375	T1	0
0.29535902534408986	0.3965038467246972	T2	0
0.4585480817985511	0.9002522101178897	T4	1
0.4423141270678932	0.8049468003915485	T3	1
0.3019273914424916	0.9274235685770654	T2	1
0.9184418955155542	0.15283158513241057	T1	1
0.7812940354315159	0.5059577570388295	T0	0
0.1105884109961105	0.5847281548129437	T0	0
0.9970346578375731	0.20992550999297444	T0	0
0.8792000243077452	0.20097023926897006	T4	1
0.28390843786403896	0.7820329326428023	T0	1
0.8368965796609382	0.6718519170522066	T4	1
0.10641953187138287	0.6471875368151602	T2	0
0.9991047304742386	0.26698745798301493	T3	0
0.6656847361065369	0.5067694242472068	T4	1
0.650125015558797	0.023069953489327832	T3	0
0.09044072698413275	0.1299460526004279	T0	1
0.8970333988966253	0.5182508627607912	T4	1
0.028999503204469423	0.3096722756319128	T0	1
0.24082805804114704	0.9656697568965166	T2	0
0.143021875166635	0.47148472326701063	T3	1
0.7767679406922186	0.08356415635685066	T1	0
0.19820422721289788	0.01784234725531242	T3	1
0.9106382271308853	0.7252578738476714	T3	1
0.6562690393274901	0.1715067380503139	T4	1
0.036162710494696215	0.18781236900505904	T4	0
0.0054298341287004614	0.42380722264067106	T1	1
0.051657917014398924	0.26406058915346464	T3	1
0.6059251776477277	0.6165770797461895	T4	1
0.8014818108594153	0.4856925072237638	T0	0
0.23855282062738847	0.11145060147723007	T3	0
0.849408842923073	0.7847408479094484	T4	1
0.057231940153260386	0.4258588544142481	T0	0
0.8009638536416762	0.6108343195893006	T3	1
0.9277954301722804	0.003942332532681725	T0	0
0.7721083991043806	0.626400033436537	T2	1
0.6981207839786372	0.28284985703093446	T4	1
0.8379802186553831	0.4943707432099935	T4	1
0.04015129954706642	0.29772060382128973	T3	0
0.20178211071905539	0.9962607446422428	T3	0
0.12492367930564308	0.23084231471162353	T1	0
0.5045309901929865	0.9128596014892566	T4	1
0.7451881283288445	0.9179666318299169	T3	1
0.6300118445763987	0.4210006529343677	T4	1
0.851131099761935	0.30400311552335624	T3	1
0.15521299244109088	0.38103554689879116	T0	0
0.7346210919351616	0.989339087391798	T2	1
0.1930414908689041	0.6187962273376061	T3	1
0.27075875131780025	0.5447802378206386	T3	1
0.7099046972813039	0.035917881339427304	T1	1
0.9802047848986818	0.8478430303970257	T0	1
0.6115436059770696	0.083805455807199	T4	1
0.054500314991295595	0.046972367034381346	T4	1
0.6163089699275328	0.274858086117992	T4	1
0.042350551580167095	0.4757886050575182	T3	1
0.8841457113668172	0.8952889600044005	T4	1
0.7095782851006207	0.7900787990828386	T2	1
0.17312784642250323	0.197632144505843	T3	1
0.09172100582419807	0.37207952842727654	T2	1
0.18353322888031898	0.7802402646188827	T3	0
0.9800271795541925	0.5270924474690973	T0	1
0.4585606424584898	0.17449194202407925	T1	0
0.784080948341408	0.3960552026783334	T1	0
0.6364083421077769	0.6259358045097069	T2	0
0.5724131499586373	0.9732256748088347	T4	1
0.1451302546650497	0.661812054856409	T0	0
0.9460244535580951	0.016195162231396942	T3	1
0.30134263251471793	0.7050082766325282	T4	0
0.5780172158075422	0.2508648074572305	T3	1
0.6997759445890661	0.8621589142138149	T3	1
0.6492331552453089	0.38388990822613855	T0	1
0.9405944096955184	0.19961503775430023	T3	1
0.148438989920058	0.4679471865102345	T1	1
0.5083527384469421	0.25519797431500546	T1	1
0.40403439074076597	0.23582148849785056	T4	0
0.4741687294826181	0.573261800773493	T3	1
0.11921752619774462	0.7673462708508795	T4	1
0.13409460987276534	0.8349543741598756	T2	1
0.27807554578125737	0.39766987047039104	T1	0
0.3047046037608313	0.06680376359693929	T4	1
0.42790321368135	0.48397499846555336	T3	1
0.6109875470366283	0.4337814770283859	T4	1
0.634629117418263	0.1969789482530394	T0	0
0.41181089658557024	0.8961449011441202	T2	1
0.4087831094286971	0.9741482530206889	T4	1
0.21762852669696198	0.051747188033081426	T4	1
0.5883062484090082	0.7957463798574325	T3	1
0.3170409113172379	0.6457165579415387	T0	0
0.0360598342773637	0.261436258165908	T2	1
0.4184000441568604	0.6351561182828129	T0	0
0.4741326750901703	0.1286431916834745	T4	0
0.22559286820421098	0.06940650829749728	T3	1
0.5724579331221157	0.9934890750522605	T0	0
0.5657719004319209	0.6363698584586601	T3	1
0.7020021811103714	0.2532226245332335	T3	1
0.64794848220121	0.45003395590376594	T0	0
0.6524330565210316	0.9500881822978404	T0	1
0.3162141518240431	0.4387250683868097	T1	1
0.7874322219859539	0.9004445320023442	T0	0
0.5491443835996794	0.8688091979784617	T2	1
0.4314181951798901	0.3441563160908433	T4	1
0.6260124809410571	0.6960090040771025	T0	1
0.3606573344502543	0.6604985037825924	T3	1
0.5127392446067582	0.7712118706198419	T2	0
0.7367056884822203	0.36592916426748545	T4	1
0.8864028867237077	0.05223649849813272	T2	0
0.9210571972951916	0.171039241112511	T3	1
0.5036329251830992	0.6165536876737592	T4	1
0.5202751147405691	0.7751001868973535	T0	0
0.7998704107638365	0.756048634535596	T1	1
0.31445069174420126	0.5836815851150307	T1	1
0.8373823623450686	0.08475814571489249	T0	1
0.4941416465174234	0.017288627185812477	T3	0
0.11585672433526839	0.7821417573220727	T0	0
0.0720591470729437	0.5493764341898627	T1	0
0.8419932110394631	0.7827121027315078	T0	0
0.0555679169068779	0.16278846147938886	T3	0
0.2806114361336559	0.40742317077114354	T3	1
0.3341300405015458	0.9191692870779731	T2	1
0.1729944451915938	0.17159799124716568	T2	0
0.31389336980198923	0.06152690381254433	T2	1
0.7426925667250857	0.6534673837817484	T0	1
0.014682843560070769	0.5945363406217563	T1	1
0.8271734245206864	0.9520305058577333	T4	1
0.8565480235745582	0.9064684210548758	T0	0
0.3722615731915482	0.749430390220571	T3	0
0.1536128990606348	0.019157237878252187	T0	0
0.6008404079450809	0.48038696840656014	T0	0
0.11967255586489434	0.8961019365370388	T1	1
0.3649193610782525	0.4336510881144773	T1	1
0.9584291809009724	0.9621457196129947	T1	0
0.9954644725836371	0.6524879806439825	T4	1
0.7721048913545856	0.10945712754279413	T4	1
0.3109615099207662	0.5092720751866835	T3	1
0.6876650491660925	0.6956171356451476	T0	0
0.7054063654840127	0.06536897223962068	T4	1
0.38784169516364975	0.34464953207076743	T4	1
0.6408886345861594	0.7170810630539863	T0	0
0.010727644975676243	0.1570713623070341	T1	0
0.20905765860224146	0.3483398982705226	T3	1
0.5250883029672612	0.6899103224672339	T0	0
0.16375130425829587	0.7755409018641138	T0	0
0.16590686787653364	0.5185117938254206	T3	1
0.8363042905502379	0.9568575277000096	T1	0
0.9891330026836055	0.9253308587989965	T2	1
0.5559694280284484	0.4734370539077851	T3	1
0.8390697308817134	0.16027441011132237	T2	1
0.9903216643262726	0.7729315638839585	T3	1
0.1415958885687747	0.24313957539314401	T0	0
0.4482456132543511	0.842821309999105	T0	0
0.3925727158419199	0.5871443411550983	T1	1
0.08004928364618502	0.3940930063977466	T1	0
0.7553301727947445	0.5563833585825442	T1	0
0.433779027322593	0.5328087684579272	T3	0
0.4693269341904013	0.9247328458999177	T0	0
0.15067297381324019	0.21436304976156284	T0	0
0.18092665223086812	0.9281584525516764	T1	0
0.907103622156215	0.0313410414598555	T1	0
0.04464908897427888	0.7692032815330766	T0	0
0.23285228494370624	0.9196681307115652	T0	0
0.29205933031452835	0.39405219098652955	T2	0
0.4901975424015864	0.07306718699526726	T0	0
0.5864451730147959	0.8046675314937101	T0	0
0.4932899758506666	0.8428648556917351	T4	1
0.08411533455688203	0.3362573879884535	T0	0
0.24366745405571355	0.5185932856859061	T0	0
0.8435883847625412	0.8094690680101495	T0	0
0.6375887004784591	0.19204297725011954	T2	1
0.6491490501342744	0.62897575639127	T3	1
0.6702032553513549	0.43063065951581914	T3	1
0.7629030190395291	0.17441575225426353	T3	1
0.058108481721447336	0.8314402072509596	T0	0
0.3666083849326124	0.3246808321999267	T1	1
0.5395274352616787	0.9344261156550162	T3	1
0.338456483297326	0.568933869819802	T3	0
0.8444788732871865	0.5145099813847384	T1	0
0.48257250858729395	0.4233059442193591	T4	1
0.7686275894593791	0.4006708898563054	T4	1
0.852015516881169	0.8179662748371039	T3	1
0.5047914829034981	0.677500849486126	T3	1
0.9095522438713499	0.7736901311234224	T4	0
0.5871239405369806	0.4210841596112086	T3	1
0.8502742988337217	0.26143722470273545	T2	0
0.3405907955915243	0.08686521852818196	T1	1
0.4988169585314852	0.7766559899840447	T1	0
0.5314110410045777	0.41527643051770413	T4	1
0.10497971589607058	0.509223592096683	T1	1
0.39855250670154063	0.46934323519704535	T3	1
0.9173376725516761	0.4311378563692402	T2	1
0.6308322403647424	0.6838995770678498	T1	1
0.17750658243696749	0.6087341157586086	T2	1
0.33885563560960497	0.9720537986443055	T0	1
0.19160300966269983	0.13890390764923166	T3	1
0.02482313179857254	0.5735193132327168	T0	0
0.9274604585040267	0.06324016340231398	T0	1
0.4482073282568715	0.8079184187081999	T1	1
0.30753507242078615	0.6163113332510931	T2	1
0.5984771915577366	0.4283788159925379	T1	0
0.0073144562930156365	0.8022356546439461	T4	1
0.27802210660081383	0.45500260849157825	T4	1
0.7030334656988926	0.22778609531344718	T1	1
0.633769773069263	0.4725007611103369	T4	1
0.9818059475425355	0.07083179663733918	T0	0
0.620357709658044	0.8978611096393875	T0	1
0.4775058736277328	0.7309583747344611	T1	0
0.7614325631840076	0.7603157862150277	T4	1
0.9033278719640531	0.8744933040184423	T2	0
0.7206959467183516	0.7915725888150836	T3	0
0.9632112235493796	0.4318525902534398	T3	1
0.7820051707381772	0.11863640152544963	T2	1
0.8668014382619265	0.37336477998095274	T4	1
0.11410407118363719	0.9340847143797223	T4	0
0.7324135029937877	0.9490904912313797	T2	0
0.4400886995273686	0.7678708655237956	T3	1
0.5531038024112752	0.2044305830713875	T3	1
